0.99998468 0.99998468
-0.00003896 -0.00003896
-0.67003518 -0.67003518
0.00005951 0.00005951
0.22460526 0.22460526
-0.00005397 -0.00005397
-0.05926031 -0.05926031
0.00003912 0.00003912
-0.01816243 -0.01816243
-0.00009520 -0.00009520
0.04656810 0.04656810
0.00010632 0.00010632
-0.04405707 -0.04405707
-0.00005921 -0.00005921
0.02611285 0.02611285
0.00010670 0.00010670
-0.00415212 -0.00415212
-0.00009701 -0.00009701
-0.01200050 -0.01200050
0.00008307 0.00008307
0.01932365 0.01932365
-0.00005217 -0.00005217
-0.01671433 -0.01671433
-0.00004391 -0.00004391
0.00848287 0.00848287
0.00007093 0.00007093
0.00181633 0.00181633
-0.00001725 -0.00001725
-0.00872022 -0.00872022
-0.00004714 -0.00004714
0.01123530 0.01123530
0.00007945 0.00007945
-0.00837481 -0.00837481
-0.00005674 -0.00005674
0.00303310 0.00303310
0.00005229 0.00005229
0.00306171 0.00306171
-0.00003249 -0.00003249
-0.00667661 -0.00667661
-0.00001337 -0.00001337
0.00726348 0.00726348
0.00003332 0.00003332
-0.00450552 -0.00450552
-0.00001027 -0.00001027
0.00048655 0.00048655
-0.00000052 -0.00000052
0.00332218 0.00332218
-0.00004955 -0.00004955
-0.00514996 -0.00514996
-0.00000929 -0.00000929
0.00475389 0.00475389
0.00005294 0.00005294
-0.00234878 -0.00234878
-0.00000406 -0.00000406
-0.00088799 -0.00088799
0.00000698 0.00000698
0.00328118 0.00328118
0.00002153 0.00002153
-0.00414872 -0.00414872
-0.00004829 -0.00004829
0.00311786 0.00311786
0.00002295 0.00002295
-0.00094694 -0.00094694
0.00003067 0.00003067
-0.00145811 -0.00145811
-0.00007044 -0.00007044
0.00290078 0.00290078
0.00001929 0.00001929
-0.00320143 -0.00320143
0.00008249 0.00008249
0.00194591 0.00194591
-0.00009470 -0.00009470
-0.00005388 -0.00005388
0.00002368 0.00002368
-0.00174081 -0.00174081
-0.00000665 -0.00000665
0.00258785 0.00258785
-0.00000064 -0.00000064
-0.00237894 -0.00237894
-0.00002999 -0.00002999
0.00113457 0.00113457
0.00003189 0.00003189
0.00044733 0.00044733
0.00004093 0.00004093
-0.00186211 -0.00186211
-0.00006363 -0.00006363
0.00231320 0.00231320
0.00003474 0.00003474
-0.00166464 -0.00166464
-0.00002430 -0.00002430
0.00041240 0.00041240
0.00003263 0.00003263
0.00099581 0.00099581
-0.00000279 -0.00000279
-0.00179642 -0.00179642
0.00001989 0.00001989
0.00188345 0.00188345
-0.00004930 -0.00004930
-0.00111157 -0.00111157
0.00005682 0.00005682
-0.00001854 -0.00001854
-0.00007967 -0.00007967
0.00112897 0.00112897
0.00009214 0.00009214
-0.00165755 -0.00165755
-0.00004868 -0.00004868
0.00147825 0.00147825
-0.00004221 -0.00004221
-0.00063437 -0.00063437
